content_ko	content_en
주먹다짐을 한 적이 있나요? 그 이유와 결과는 무엇인가요?	Have you ever been in a fistfight? Over what and what happened?
한 달 동안 무료로 휴가를 보낼 수 있다면 어디에서 보내고 싶나요?	Where would you love to vacation for one month if it was entirely free?
사람들이 얼마나 변할 수 있다고 생각하나요?	To what extent do you think people can change?
가장 나쁜 직업은 무엇이었나요?	What was the worst job you ever had?
가장 외진 곳은 어디였나요?	Where is the most secluded place you've ever been?
가장 흥미로운 역사적 시대는 무엇인가요?	What historical period do you find most interesting?
경쟁적인 성격인가요? 이를 긍정적으로 보나요, 부정적으로 보나요?	How competitive are you? Do you see that as a positive or a negative?
세상을 한 문장으로 어떻게 보나요?	How would you describe how you see the world in one sentence?
정확히 1년 후에 죽는다면 어떻게 다르게 살 것인가요?	How would you live differently if you knew you'd die in exactly one year?
가장 이상한 음식은 무엇이었나요?	What was the weirdest food you ever ate?
가장 오랫동안 깨어 있었던 시간은 얼마나 되나요?	What's the longest you've stayed awake?
현재 직업이나 프로젝트에서 가장 두려운 것은 무엇인가요?	What scares you most about your current job or project?
잃어버린 물건 중 되찾고 싶은 것은 무엇인가요?	What's a lost object that you'd love to have back?
좋은 느낌을 받기 위해 밤에 몇 시간의 수면이 필요합니까? 낮잠을 좋아합니까?	How many hours of sleep per night do you need to feel good? Do you like naps?
어떤 사람이 당신의 마음을 감동시켰나요?	How has someone touched your heart?
처음 만나는 사람이 아마도 당신에 대해 좋아할 것은 무엇인가요?	What is someone meeting you for the first time probably going to like about you?
최고의 이야기꾼은 누구인가요? 그들의 이야기가 좋은 이유는 무엇인가요?	Who is the best storyteller you know? What makes their stories so good?
잃어버린 우정을 아직도 그리워하나요?	Have you lost a friendship that you wish was still strong?
풍요로운 삶을 위한 비결은 무엇인가요?	What's the recipe for a rich life?
두 위치 사이를 마음껏 텔레포트할 수 있다면 어떤 위치를 선택할까요?	If you could teleport between exactly two locations as often as you wanted, which two would you choose?
더 나은 친구가 되기 위해 어떻게 할 수 있을까요?	How do you think you could be a better friend?
놀랍도록 빨리 친구가 된 사람은 누구인가요?	Who did you become friends with surprisingly quickly?
연애나 관계에서 배운 것은 무엇인가요?	What have you learned from dating or being in a relationship?
모든 공립학교 학생이 반드시 들어야 할 유용한 수업은 무엇인가요?	What useful class should all public school students have to take?
생각보다 더 자주 일어나는 일은 무엇인가요?	What happens more often than you'd like?
가장 좋은 조언이나 가장 나쁜 조언은 무엇이었나요?	What was the best or worst advice you ever received?
사람들을 판단하는 데 너무 빠르거나 너무 느리진 않나요?	Are you usually too quick or too slow to judge people?
매일 행복하게 먹을 수 있는 음식이 있나요?	Is there a food you could happily eat every day of your life?
매력적인 문화는 무엇인가요?	Which culture do you find fascinating?
다른 세대의 사람들은 서로 어떻게 비슷하고 다릅니까?	How are people of different generations similar to, or different from each other?
다른 사람들과의 신체 접촉은 얼마나 되나요? 포옹, 악수, 등을 두드리기 등.	How much physical contact do you have with others? Hugs, handshakes, pats on the back, etc?
이상한 방식으로 돈을 번 적이 있나요?	What's an unusual way that you've made money?
새로운 것이나 불편한 것을 얼마나 자주 시도합니까? 최근의 예는 무엇인가요?	How often do you try new or uncomfortable things? What's a recent example?
직감이나 '느낌을 따르는 것'에 대해 어떻게 생각하나요?	"What do you think about intuition, or ""following your gut""?"
몇 시간 동안 이야기할 수 있는 것은 무엇인가요?	What could you talk about for hours?
가장 모험적인 일들은 무엇인가요?	What are the most adventurous things you've done?
지난 5년 동안 당신의 삶은 어떻게 변했나요?	How has your life changed in the past five years?
전통적인 성 역할, 직업, 기사도 등에 대해 어떻게 생각합니까?	What are your thoughts on traditional gender roles, occupations, chivalry, etc?
일반적인 하루의 첫 시간을 설명하세요.	Describe the first hour of your typical day.
오늘 1천만 달러를 받거나 건강한 5년을 추가로 받는다면 무엇을 선택할까요?	You can have $10 million today, or 5 healthy years added to your life. Which will you choose?
미래 세대가 현재 우리 시대에 대해 놀라거나 우스꽝스럽다고 생각할 것은 무엇인가요?	What will future generations find amazing or ridiculous about our current times?
완수하기에 기분이 좋았던 큰 작업이나 프로젝트는 무엇인가요?	What big task or project did it feel fantastic to complete?
무서운 상황이나 위험한 상황에 처한 적이 있나요?	When have you been in a scary or dangerous situation?
항상 당신 곁에 있어준 사람은 누구인가요?	Who has always been there for you?
비이성적인 두려움이 있나요? 만약 있다면 왜 그런지 아십니까?	Do you have any irrational fears? If so, do you know why?
점성술, 마술, 영매 등 오컬트에 대해 어떻게 생각하나요?	What do you think of the occult; astrology, magic, psychics, etc?
당신은 내향적인가요, 외향적인가요? 몇 가지 예를 들어주세요.	Are you more of an introvert, or an extrovert? What are some examples?
성장하면서 종교가 당신에게 어떤 영향을 미쳤나요?	How did religion influence you while growing up?
대화에서 직설적인가요, 아니면 신중한가요?	In conversation, are you blunt, or tactful?
자랑스러웠던 소유물이나 성취는 무엇인가요?	What have you been proud to own or accomplish?
포기에 대해 어떻게 생각합니까? 포기한 적이 있거나 포기하고 싶었던 적이 있습니까?	How do you feel about quitting? When have you quit, or wanted to?
당신의 약점, 아킬레스건은 무엇인가요?	What's your weakness, your Achilles heel?
부유한 사람들이 덜 가진 사람들을 도와야 할 의무가 있습니까?	Are the rich obligated to help those with less?
명상을 하거나 마음을 진정시키는 다른 방법이 있습니까?	Do you meditate, or have another way to quiet your mind?
유전자 변형이 안전하고 저렴하다면 자신에 대해 무엇을 바꾸고 싶습니까?	If genetic alteration was safe and affordable, would you change anything about yourself?
어려운 방법으로 배운 교훈은 무엇입니까?	What lesson did you learn the hard way?
좋아하는 로드 트립 기억이 있습니까?	Do you have any favorite road trip memories?
무엇에 대해 책임이 있으며 무엇이 통제 밖에 있습니까?	What are you responsible for, and what is outside your control?
어렸을 때는 했지만 지금은 절대 하지 않을 일은 무엇입니까?	What did you do when you were younger, that you would never do now?
학교에 대해 가장 좋아했던 것은 무엇입니까? 그에 대해 무엇을 기억합니까?	What was your favorite thing about school? What do you remember about it?
집과 학교 외에 어린 시절 많은 시간을 보낸 곳은 어디입니까?	Other than at home and school, where did you spend lots of time while growing up?
운전 배우기에 대해 기억하는 것은 무엇입니까?	What do you remember about learning to drive?
미니멀리스트인가요, 아니면 많은 물건을 가지는 것을 좋아합니까?	Are you a minimalist, or do you enjoy having lots of stuff?
어렸을 때 가장 소중했던 소유물은 무엇입니까?	What were some of your most prized possessions as a child?
피를 나눈 가족은 아니지만 가족이라고 여기는 사람이 있습니까?	Is there anyone you consider family, even though you're not blood relatives?
당신의 시간은 얼마나 가치가 있습니까?	How valuable is your time?
무엇인가에 대해 너무 흥분하거나 불안해서 잠을 잘 수 없었던 적이 있습니까?	When have you been so excited or anxious for something that you couldn't sleep?
종교는 어떤 목적을 수행합니까? 우리는 항상 종교를 가질까요?	What purpose does religion serve? Will we always have religion?
어떤 유형의 운전자입니까? 느긋한, 불안한, 짜증나는, 신중한 등.	What kind of driver are you? Relaxed, anxious, irritable, cautious, etc?
아는 것이 아니라 아는 사람이다라는 말이 얼마나 진실합니까?	"How true is the saying ""It's not what you know, but who you know""?"
오래된 친구들과 얼마나 잘 연락을 유지하고 있습니까?	How well have you kept in touch with old friends?
쉽게 할 수 있는 것은 무엇인가요?	What comes easily to you?
"걱정은 ""상상력의 오용""이라는 말이 있습니다. 걱정에 대해 어떻게 생각합니까?"	"It's been said that worry is ""a misuse of the imagination"". What do you think about worry?"
가장 가까운 친구와 어떻게 만났나요?	How did you meet your closest friend(s)?
누군가 당신에게 놀랍도록 관대했던 때를 공유하세요.	Share a time when someone was surprisingly generous to you.
어떤 종류의 경쟁을 즐깁니까?	What sort of competition do you enjoy?
다양성이 중요합니까, 아니면 습관의 동물입니까? 예를 들어보세요.	Is variety important to you, or are you a creature of habit? What's an example?
당신의 인생에서 기쁘게 여기는 큰 변화는 무엇입니까?	What big change are you happy that you made in your life?
물건을 고치는 데 능숙합니까? 그것을 즐깁니까?	Are you good at fixing things? Do you enjoy it?
손에 쥐어본 돈 중 가장 많은 금액은 얼마입니까?	What's the most money you've held in your hand?
혼자 살아본 적이 있습니까? 그것을 즐겼습니까?	Have you ever lived alone? Did you enjoy it?
유령이나 다른 초자연적 현상을 믿습니까? 왜 그런가요?	Do you believe in ghosts or other supernatural phenomena? Why?
당신의 인생에서 가장 재미있고 흥미진진한 시기는 언제였나요?	What was the most fun or exciting time in your life?
성공은 무엇을 의미합니까?	What does success mean to you?
지진, 허리케인 또는 다른 극심한 자연 현상을 경험한 적이 있습니까?	Have you experienced an earthquake, hurricane, or other extreme natural event?
물이나 다른 동물들이 당신의 삶에 얼마나 중요했습니까?	How important have pets or other animals been in your life?
누군가를 심하게 오해한 적이 있습니까?	Have you ever badly misjudged someone?
심령 비전, ESP 등을 믿습니까? 그런 경험이 있습니까?	Do you believe in psychic visions, ESP, etc? Have you had any experiences?
당신이 어색하거나 부적절한 말을 했던 때를 기억하세요.	Remember a time when you have said or done something awkward or inappropriate.
다음 문장을 완성하세요: 나는 절대 _____ 사람과 데이트할 수 없습니다.	Finish the following sentence: I could never date someone who _______.
행운의 기회나 동시성의 사례가 있었습니까?	Have you ever had a lucky break, or a case of synchronicity?
쇼에서 관객 자원 봉사자로 뽑힌 적이 있습니까?	Have you ever been chosen as an audience volunteer for a show?
어렸을 때 무엇을 꿈꿨나요?	As a child, what did you daydream about?
자비란 무엇입니까? 누가 자비로운가요?	What is compassion? Who is compassionate?
가장 좋은 재정적 결정은 무엇이었습니까?	What's the best financial decision you've made?
무엇이 당신에게 희망을 줍니까?	What gives you hope?
공개적으로 공유하는 것과 비공개로 유지하는 것이 무엇인가요?	What do you share openly, and what is best kept private?
처음으로 바람을 맞은 것을 기억하나요?	Do you remember the first time you had the wind knocked out of you?
어색하지만 필요한 대화를 잘하나요? 아니면 피하나요?	Are you good at having awkward but necessary conversations? Or do you avoid them?
실수와 실패에 대해 어떻게 생각합니까?	How do you feel about mistakes and failure?
가장 좋아하는 장소는 어디인가요? 무엇이 그것을 특별하게 만드나요?	What is one of your favorite places? What makes it special?
새 학교, 직장, 도시 등에서 첫날에 강렬한 기억이 있습니까?	Do you have any strong memories from your first day in a new school, job, city, etc?
의식을 잃은 적이 있습니까? 무슨 일이 있었나요?	Have you ever been knocked unconscious? What happened?
도덕적으로 받아들일 수 있지만 불법인 것은 무엇입니까?	What is something illegal, that you find morally acceptable?
누구를 존경합니까? 왜 존경합니까?	Who do you admire? Why?
지도자형인가요, 추종자형인가요?	Are you more of a leader or a follower?
다른 사람들이 성공하는 것을 볼 때 어떻게 느낍니까?	How do you feel when you see others succeed?
나중에 후회하는 말을 한 적이 있습니까?	Do you say things you later regret?
잘못된 시간이나 장소에서 급하게 화장실이 필요했던 적이 있습니까?	Have you ever urgently needed a toilet at the wrong time or place?
어렸을 때 자란 동네에 대해 무엇을 기억합니까?	What do you remember about the neighborhood you grew up in?
다른 사람들이 당신에 대해 어떻게 생각하는지 얼마나 신경 씁니까? 그것이 당신의 삶에 어떤 영향을 미칩니까?	How much do you care what others think of you? How does it affect your life?
어린 시절 성인이 친절하게 대해준 때를 기억하세요.	Remember a time during your childhood when an adult did something kind for you.
가장 나쁜 재정적 결정은 무엇이었습니까?	What's the worst financial decision you've made?
거짓말이 불가능하다면 세상은 어떻게 변할까요?	How would the world change if lying wasn't possible?
세상에서 어떤 직업이라도 가질 수 있다면 무엇을 선택할까요?	Imagine you can have any job in the world. What will you choose?
어렸을 때 부모님은 어떤 일을 하셨나요? 그것에 대해 무엇을 기억합니까?	What work did your parents do when you were young? What do you remember about it?
경쟁에 대해 어떻게 생각합니까?	How do you feel about competition?
당신의 최고의 성격은 무엇입니까? 최악의 성격은 무엇입니까?	What are some of your best traits? Some of your worst?
두려움 때문에 뒷걸음질 친 적이 있습니까? 실패, 거절, 미지의 것에 대한 두려움 등.	When have you let fear hold you back? Fear of failure, rejection, the unknown...
부모님에게 거짓말을 한 적이 있습니까? 만약 있다면 어떻게 했나요?	Do you remember lying to your parents? If so, how?
자신의 죽음을 생각합니까?	Do you think about your own mortality?
어떤 종류의 코미디를 좋아합니까? 예시가 있나요?	What sort of comedy do you like? Any examples?
당신이 공유할 수 있는 당황스러운 순간을 기억하세요.	Can you remember an embarrassing moment you're willing to share?
좋은 팀의 일원이었을 때를 기억하세요. 무엇이 기억에 남나요?	When have you been part of a good team? What do you remember about it?
"얼마나 많은 돈이 사람을 ""부유""하게 만드나요?"	"What amount of money makes someone ""rich""?"
다른 사람들이 모르는 과거의 성취를 공유하세요.	Share a past accomplishment of yours that others don't know about.
불운, 징크스, 저주 등을 믿습니까?	Do you believe in bad luck, jinxes, curses, etc.?
선택한 선생님과 함께 공부하고 싶은 재미있거나 흥미로운 주제는 무엇인가요?	What would be a fun or interesting subject to study with a teacher of your choice?
거짓말을 해도 되는 경우가 있나요?	Is it ever ok to lie?
과소평가받은 적이 있나요?	When have you been underestimated?
당신에게 중요했던 건물이 나 장소가 이제는 존재하지 않습니까?	What building or place was important to you, that doesn't exist now?
가장 큰 결정 중 하나는 무엇입니까? 그것을 하지 않았다면 어떻게 되었을까요?	What is one of the biggest decisions you've made? What if you hadn't made it?
가십에 대해 어떻게 생각합니까? 얼마나 자주 가십합니까?	What do you think about gossip? How often do you gossip?
어떤 활동 중 시간이 눈 깜짝할 사이에 지나가는 것을 느낍니까?	During what activity does time seem to pass without you noticing?
어떤 이유로 어떤 장소는 부유하거나 가난합니까?	Why are some places richer or poorer than others?
무대에 마지막으로 오른 때를 기억합니까? 무대에 자주 오르나요?	Do you remember the last time you were on a stage? Have you been on stage often?
어떤 종류의 재회를 참석한 적이 있습니까? 만약 그렇다면 어땠나요?	Have you attended any sort of reunion? If so, how was it?
도시에서 시간을 보내고 싶습니까, 자연에서 시간을 보내고 싶습니까? 왜 그런가요?	Would you rather spend time in the city, or in nature? Why?
부모가 되는 것이 한 사람의 삶에 어떻게 영향을 미칩니까? 긍정적이든 부정적이든.	How does parenthood affect one's life, positive and negative?
동네나 학교에서 다른 아이들과 어떻게 달랐나요?	How were you different from the other children in your neighborhood or school?
얼마나 자주 칭찬을 합니까? 그것이 당신을 어떻게 느끼게 합니까?	How often do you give compliments? How does it make you feel?
꿈을 얼마나 자주 기억합니까? 어떤 종류의 꿈을 꾸나요?	How often do you remember your dreams? What sort of dreams do you have?
가족이 어떤 모습이어야 하는지에 대한 훌륭한 예는 누구입니까? 왜 그렇습니까?	Who are great examples of what a family should be? Why?
사람들이 때때로 당신을 잘못 판단하는 방식은 무엇입니까?	In what way do people sometimes misjudge you?
선물 주고 받는 것에 대해 어떻게 생각합니까? 특별한 기억이 있나요?	How do you feel about giving and receiving gifts? Any favorite memories?
성형 수술을 고려하시겠습니까? 만약 저렴하고 100% 안전하다면요?	Would you consider cosmetic surgery? What if it was affordable and 100% safe?
인생의 몇 퍼센트가 결정과 행동에 의존하고, 몇 퍼센트가 운에 의존합니까?	How much of life depends on decisions and actions, versus luck?
참여하지 않는 사회적 규범은 무엇입니까?	What societal norms do you not take part in?
보통 새것을 삽니까, 아니면 중고를 삽니까? 왜 그런가요?	Do you normally buy new or used? Why?
대학 학위가 얼마나 중요합니까? 시간이 지남에 따라 이것이 변했나요?	How important is a college degree? Has this changed over time?
누군가가 다칠 때 재미있을 수 있습니까? 왜 그런가요?	Can it be funny when someone gets hurt? Why?
어떤 종류의 예술을 좋아합니까? 왜 그런가요?	What sort of art do you like? Why?
당신은 비밀스러운 사람인가요, 아니면 열려 있는 사람인가요?	Are you a private person, or an open book?
중요한 문제에 대해 생각이 바뀐 적이 있습니까? 만약 있다면 왜 그런가요?	Have you changed your mind on an important issue? If so, why?
기억력이 어떻습니까? 어떤 종류의 것들을 기억하거나 잊습니까?	How is your memory? What sorts of things do you remember or forget?
얼마나 자주 휴대폰과 다른 기기에서 떨어져 있습니까?	How often are you away from your phone and other devices?
당신은 얼마나 판단적인가요?	How judgmental are you?
받았던 최고의 선물 중 하나는 무엇입니까?	What is one of the best gifts you've ever received?
무엇을 배우는 것을 즐기나요? 어떻게 배우나요?	What do you enjoy learning about? How do you learn it?
다른 지역으로 이사한다면 현재 집에서 무엇을 그리워할까요?	If you moved to another area, what would you miss about your current home?
영웅이 되어 누군가를 부상이나 죽음에서 구한 적이 있습니까? 누군가가 당신을 구한 적이 있습니까?	Have you ever been a hero, saving someone from injury or death? Has anyone saved you?
세상은 사랑스럽습니까, 적대적입니까, 무관심합니까?	Is the world loving, hostile, or indifferent?
무언가를 하기 전에 긴장했던 때를 기억하세요. 그것은 어떻게 되었습니까?	Remember a time you felt nervous before doing something. How did it go?
많은 사람들이 동의하지 않는 중요한 진실은 무엇입니까?	What important truth do few people agree with you on?
당신의 삶의 전환점은 무엇이었습니까?	What was a turning point in your life?
아이들에게 거짓말을 해도 되는 경우가 있나요? 만약 있다면 언제인가요?	Is it ever ok to lie to children? If so, when?
어떻게 가장 잘 배우나요? 보기, 듣기, 하기, 읽기?	How do you best learn? Watching, hearing, doing, reading?
다른 사람들이 재미있다고 생각하는 실수를 했을 때 스스로 웃을 수 있습니까?	When you make a mistake that others find funny, are you able to laugh at yourself?
현재 가장 중요한 목표는 무엇입니까?	What is your most important goal right now?
친구와 가족에게 어떻게 인사하고 작별 인사를 하나요? 악수, 포옹, 키스 등.	How do you greet and say goodbye to your friends & family? A handshake, hug, kiss, etc?
당신은 갑자기 억만장자가 되었습니다. 자신에게 무엇을 사시겠습니까? 다른 사람들에게는요?	You just became a billionaire. What will you buy for yourself? And for others?
사람들이 다른 사람에게 해를 끼치지 않는 한 무엇이든 자유롭게 할 수 있어야 합니까?	Should people be free to do anything they want, if they're not hurting anyone else?
당신의 외모, 피부색, 국적 등이 다른 사람들이 당신을 대하는 방식에 영향을 미친 적이 있습니까?	When has your physical appearance, skin color, nationality, etc. affected how others treated you?
피하고 싶은 사회적 관습은 무엇입니까?	What social custom would you rather avoid?
학교에서 가장 즐겼던 수업은 무엇입니까?	What class did you most enjoy in school?
첫 번째 차량에 대해 무엇을 기억합니까?	What do you remember about your first vehicle?
뼈를 부러뜨린 적이 있습니까? 무슨 일이 있었나요?	Have you ever broken a bone? What happened?
남성과 여성이 세상에서 갖는 서로 다른 장점은 무엇입니까?	What different advantages do men and women have in the world?
특히 어색했던 가족 순간을 기억합니까?	Can you recall an especially awkward family moment?
온라인 쇼핑 이전의 시대를 기억합니까? 그때의 삶은 어땠나요?	Do you remember the time before online shopping? How was life different then?
친구가 많습니까, 아니면 몇 명의 가까운 친구가 있습니까?	Do you have many friends, or a few close friends?
형제자매가 있습니까? 그들이 당신에게 어떤 영향을 미쳤습니까?	Do you have siblings? How have they influenced you?
조언을 구하는 사람은 누구입니까?	Who do you go to for advice?
특별한 생일이 있었습니까? 왜 그랬나요?	Was a particular birthday meaningful for you? Why?
좋은 청취자가 되는 것은 무엇입니까? 당신은 좋은 청취자인가요?	What makes a good listener? Are you a good listener?
작은 순간이 큰 변화를 가져온 때는 무엇입니까?	What small moment in your life led to a big change?
여행을 많이 했습니까? 하고 싶습니까? 왜 그런가요?	Have you done much traveling? Would you like to? Why?
모든 돈이 충분히 있다고 상상해보세요. 시간을 어떻게 보낼 것인가요?	Imagine you have all the money you will ever need. How will you spend your time?
시간 엄수는 얼마나 중요한가요? 당신은 보통 시간을 잘 지키나요?	How important is punctuality? Are you usually on time?
얼마나 자주 요리를 하나요? 요리를 즐기나요?	How often do you cook? Do you enjoy it?
당신이 알고 있는 가장 친절한 사람들은 누구인가요?	Who are some of the kindest people you've known?
당신의 가장 큰 업적 중 하나는 무엇입니까? 왜 그것을 했나요?	What is one of your greatest achievements? Why did you do it?
부적절한 상황에서 웃음을 멈출 수 없었던 적이 있나요?	Have you been unable to stop laughing at an inappropriate time?
언젠가 인간이 지구 밖에서 살게 될까요?	Will humans someday live off Earth?
언제 두려움을 극복했습니까? 어떻게 했습니까? 그때 어떤 느낌이었나요?	When have you overcome your fear? How did you do it? How did it feel?
프라이버시의 미래는 어떻게 될까요? 100년 후에도 사람들은 프라이버시를 중요하게 여길까요?	What is the future of privacy? Will people value privacy 100 years from now?
어려운 감정(분노, 두려움, 슬픔 등)을 어떻게 처리합니까?	How do you deal with difficult emotions? Anger, fear, sadness, etc.
당신의 최고의 모습을 이끌어내는 사람은 누구입니까? 어떻게 그렇게 하나요?	Who brings out the best in you? How?
어렸을 때 당신의 영웅은 누구였습니까? 왜 그랬나요?	Who was a hero of yours while growing up? Why?
절대 잡히지 않을 것이라는 것을 알았다면 어떤 법을 어기겠습니까?	If you knew you would never be caught, which laws would you break?
현대 의료 혜택을 받아서 특히 감사했던 적이 있습니까?	When have you been particularly grateful to have access to modern healthcare?
재미를 위해 무엇을 하나요? 무엇이 그것을 좋아하게 만드나요?	What do you do for fun? What do you like about it?
어렸을 때 즐겼던 야외 활동은 무엇입니까?	What outdoor activity did you enjoy as a child?
길을 잃었던 적이 있나요? 무슨 일이 있었나요?	When have you gotten lost? What happened?
당신에 대한 믿음이 당신 스스로에 대한 믿음을 증가시킨 사람은 누구인가요?	Who's belief in you increased your belief in yourself?
용기는 무엇을 의미하나요? 누가 용감한가요?	What does courage mean to you? Who is courageous?
인간이 기술과 융합될 것이라고 생각합니까? 만약 그렇다면 세상은 어떻게 변할까요?	Do you think humans will merge with technology? If so, how will it change the world?
태도는 한 사람의 삶에 어떤 영향을 미칩니까?	How does attitude affect one's life?
일관된 취침 시간을 갖고 있습니까? 그것이 당신에게 중요한가요?	Do you have a consistent bedtime? Is it important to you?
기르고 싶은 습관이나 버리고 싶은 습관이 있나요?	Is there a habit you would like to develop? Or one you would like to break?
정신력은 얼마나 중요한가요? 당신은 정신력이 강한가요?	How important is mental toughness? Are you mentally tough?
첫 데이트는 어땠나요? 그것에 대해 무엇을 기억합니까?	How was your first date? What do you remember about it?
현실적이어야 하나요, 아니면 꿈을 따라가야 하나요? 둘 다 할 수 있나요?	Should we be realistic, or follow our dreams? Can we do both?
오래 살기를 기대합니까? 왜 그렇거나 왜 그렇지 않나요?	Do you expect to live a long life? Why, or why not?
거절을 얼마나 자주 경험했습니까? 어떻게 대처하나요?	How often have you experienced rejection? How do you handle it?
다른 사람들이 모르는 직업을 가진 적이 있습니까?	What job have you had that others might not know about?
과거나 미래의 어느 시간과 장소를 방문할 수 있다면 어디로 갈 것인가요?	You can visit any time and place in the past or future. Where will you go?
선생님, 코치, 상사 등과 잘 지내셨나요?	Have you gotten along well with your teachers, coaches, bosses, etc?
두 개 이상의 언어를 구사합니까? 그렇지 않다면 배우고 싶은 언어가 있나요?	Do you speak more than one language? If not, would you like to?
현재의 직업이나 과거의 직업에 어떻게 이르게 되었나요?	How did you end up in your present or past occupation?
부모님과 어떻게 비슷하고 어떻게 다른가요?	In what ways are you similar to your parents? And how are you different?
대부분의 사람들은 신뢰할 만하고 믿을 만한가요? 당신은 사람을 빠르게 신뢰하나요?	Are most people trustworthy and reliable? Are you quick to trust people?
합법적이지만 사회적으로 용납되지 않는 것은 무엇인가요?	What is legal, but socially unacceptable?
자신을 다른 사람과 자주 비교합니까? 그것이 도움이 되나요, 해롭나요?	Do you often compare yourself to others? Is it helpful or harmful?
$20로 할 수 있는 가장 재미있는 일은 무엇입니까?	What's the most fun you can have for $20?
정식 무도회에 참석한 적이 있습니까? 그때 무엇이 기억에 남나요?	Have you been to a formal dance? What do you remember about it?
당신의 가족에 대해 특별하거나 흥미로운 것은 무엇인가요?	What is different or interesting about your family?
어떤 사람들과 어울리는지가 얼마나 중요한가요? 얼마나 신중하게 선택합니까?	How important is the company you keep? How selective are you?
온라인 데이팅이 사회에 긍정적인 변화를 가져왔습니까?	Has online dating been a positive change for society?
당신의 인내심을 시험하는 것은 무엇인가요? 어떻게 대처합니까?	What tests your patience, and how do you deal with it?
자신을 위해 실용적이지 않은 것에 백만 달러를 써야 합니다. 무엇을 사겠습니까?	You must spend a million dollars on impractical things for yourself. What will you buy?
첫 번째 콘서트는 무엇이었나요?	What was the first concert you went to?
기분이 음악 선택에 어떻게 영향을 미칩니까?	How does your mood affect the music you choose?
어떤 실패가 당신을 더 강하게 또는 현명하게 만들었습니까?	What failure made you stronger or wiser?
현재의 수입을 위해 일하는 시간을 절반으로 줄이거나, 현재의 시간 동안 일하고 수입을 두 배로 늘리기를 원합니까?	Would you rather work half as much for your current income, or work your usual hours and double your income?
큰 결정을 어떻게 내립니까? 신중하게 분석합니까? 직감에 따라 갑니까?	"How do you make big decisions? Do you patiently analyze? Do you ""go with your gut""?"
좋아하는 책이나 장르가 있습니까? 무엇을 좋아하나요?	Do you have a favorite book or genre? What do you like about it?
얼마나 미신적인가요?	How superstitious are you?
어떤 억양을 좋아합니까? 자신에게 새로운 억양을 선택할 수 있다면 무엇을 선택하겠습니까?	What accents do you like? If you could choose a new accent for yourself, what would you choose?
비 오는 날을 즐깁니까? 왜 그렇습니까?	Do you enjoy a rainy day? Why?
자주 사용할 것이라고 예상했지만 사용하지 않는 것은 무엇인가요?	What is something you expected to use often, but you don't?
자신의 조상에 대해 무엇을 알고 있습니까? 그것이 당신에게 중요한가요?	What do you know about your ancestry? Is it important to you?
지구 밖에 생명이 존재한다고 믿습니까? 지적 생명체가 존재한다고 믿습니까?	Do you believe life exists outside Earth? Intelligent life?
후회가 있습니까? 후회가 유용하다고 생각합니까?	Do you have any regrets? Is it useful to have regrets?
밤 외출을 선호합니까, 아니면 집에서의 밤을 선호합니까? 시간이 지나면서 이것이 변했나요?	Do you prefer a night out, or a night in? Has this changed over time?
유명인이 소유했던 아이템을 하나 가질 수 있다면 무엇을 선택하겠습니까?	You can have any item once owned by someone famous. What do you choose?
가장 무서운 일을 한 적이 있습니까?	What's the scariest thing you've done?
외딴 섬에서 다른 사람과 1년을 보내야 합니다. 누구를 선택하겠습니까?	You must spend a year on a remote island with only one other person. Who will you choose?
삶에서 원하는 것이 무엇인지 알고 있습니까?	Do you know what you want in life?
어떤 운동을 즐기나요? 무엇이 그것을 좋아하게 만드나요?	What kind of exercise do you enjoy? What do you like about it?
오랫동안 연락이 끊긴 사람과 다시 연락을 주고받은 적이 있습니까?	Have you gotten back in touch with someone after a long time apart?
어린 시절 혼자 시간을 많이 보냈나요? 혼자 무엇을 즐겼나요?	Did you spend much time alone as a child? What did you enjoy doing by yourself?
자신이 되기 위해 용기가 필요했던 때가 있습니까?	When has it taken courage to be yourself?
하늘에서 설명할 수 없는 물체를 본 적이 있습니까?	Have you ever seen an unexplained object in the sky?
방문하고 싶은 나라는 어디입니까? 왜 그렇습니까?	What country would you like to visit? Why?
승리와 패배에 어떻게 대처합니까? 승리할 때 겸손합니까, 패배할 때 관대합니까?	How do you deal with winning and losing? Are you humble in victory, gracious in defeat?
당신은 잘 정리된 사람인가요? 어떻게 그렇게 합니까?	Are you well-organized? How do you do it?
종교, 과학, 또는 둘 다에 신뢰를 두고 있습니까?	Do you put your faith in religion, science, or both?
가장 어리석은 방법으로 다친 적이 있습니까?	What's one of the stupidest ways you've gotten hurt?
어렸을 때 가장 좋아했던 활동은 무엇입니까? 그것이 당신에게 어떤 영향을 미쳤습니까?	What was a favorite activity when you were young? How did it influence you?
첫 술자리 경험에 대해 무엇을 기억합니까?	What do you remember about your first time drinking alcohol?
무언가에 도전한 적이 있습니까? 결과는 어땠습니까?	When have you tried out for something? How did it go?
당신의 성격 특성 중 어떤 것이 인생에서 가장 도움이 되었습니까?	Which of your personality traits have helped you most in life?
법을 어기는 것이 도덕적으로 받아들일 수 있는 경우는 언제입니까?	When is it morally acceptable to break the law?
초기나 중요한 죽음 경험이 있었나요? 어떻게 대처했습니까?	Did you have an early or significant experience with death? How did you deal with it?
부모님이나 다른 롤 모델이 돈에 대해 가르쳐 준 것은 무엇입니까?	What did your parents or other role models teach you about money?
